"name"	"description"	"page"
"psimus_homolog_ensembl_gene"	"Greater bamboo lemur gene stable ID"	"homologs"
"psimus_homolog_associated_gene_name"	"Greater bamboo lemur gene name"	"homologs"
"psimus_homolog_ensembl_peptide"	"Greater bamboo lemur protein or transcript stable ID"	"homologs"
"psimus_homolog_chromosome"	"Greater bamboo lemur chromosome/scaffold name"	"homologs"
"psimus_homolog_chrom_start"	"Greater bamboo lemur chromosome/scaffold start (bp)"	"homologs"
"psimus_homolog_chrom_end"	"Greater bamboo lemur chromosome/scaffold end (bp)"	"homologs"
"psimus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"psimus_homolog_subtype"	"Last common ancestor with Greater bamboo lemur"	"homologs"
"psimus_homolog_orthology_type"	"Greater bamboo lemur homology type"	"homologs"
"psimus_homolog_perc_id"	"%id. target Greater bamboo lemur gene identical to query gene"	"homologs"
"psimus_homolog_perc_id_r1"	"%id. query gene identical to target Greater bamboo lemur gene"	"homologs"
"psimus_homolog_goc_score"	"Greater bamboo lemur Gene-order conservation score"	"homologs"
"psimus_homolog_orthology_confidence"	"Greater bamboo lemur orthology confidence [0 low, 1 high]"	"homologs"
"rferrumequinum_homolog_ensembl_gene"	"Greater horseshoe bat gene stable ID"	"homologs"
"rferrumequinum_homolog_associated_gene_name"	"Greater horseshoe bat gene name"	"homologs"
"rferrumequinum_homolog_ensembl_peptide"	"Greater horseshoe bat protein or transcript stable ID"	"homologs"
"rferrumequinum_homolog_chromosome"	"Greater horseshoe bat chromosome/scaffold name"	"homologs"
"rferrumequinum_homolog_chrom_start"	"Greater horseshoe bat chromosome/scaffold start (bp)"	"homologs"
"rferrumequinum_homolog_chrom_end"	"Greater horseshoe bat chromosome/scaffold end (bp)"	"homologs"
"rferrumequinum_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"rferrumequinum_homolog_subtype"	"Last common ancestor with Greater horseshoe bat"	"homologs"
"rferrumequinum_homolog_orthology_type"	"Greater horseshoe bat homology type"	"homologs"
"rferrumequinum_homolog_perc_id"	"%id. target Greater horseshoe bat gene identical to query gene"	"homologs"
"rferrumequinum_homolog_perc_id_r1"	"%id. query gene identical to target Greater horseshoe bat gene"	"homologs"
"rferrumequinum_homolog_goc_score"	"Greater horseshoe bat Gene-order conservation score"	"homologs"
"rferrumequinum_homolog_wga_coverage"	"Greater horseshoe bat Whole-genome alignment coverage"	"homologs"
"rferrumequinum_homolog_orthology_confidence"	"Greater horseshoe bat orthology confidence [0 low, 1 high]"	"homologs"
"acarolinensis_homolog_ensembl_gene"	"Green anole gene stable ID"	"homologs"
"acarolinensis_homolog_associated_gene_name"	"Green anole gene name"	"homologs"
"acarolinensis_homolog_ensembl_peptide"	"Green anole protein or transcript stable ID"	"homologs"
"acarolinensis_homolog_chromosome"	"Green anole chromosome/scaffold name"	"homologs"
"acarolinensis_homolog_chrom_start"	"Green anole chromosome/scaffold start (bp)"	"homologs"
"acarolinensis_homolog_chrom_end"	"Green anole chromosome/scaffold end (bp)"	"homologs"
"acarolinensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"acarolinensis_homolog_subtype"	"Last common ancestor with Green anole"	"homologs"
"acarolinensis_homolog_orthology_type"	"Green anole homology type"	"homologs"
"acarolinensis_homolog_perc_id"	"%id. target Green anole gene identical to query gene"	"homologs"
"acarolinensis_homolog_perc_id_r1"	"%id. query gene identical to target Green anole gene"	"homologs"
"acarolinensis_homolog_goc_score"	"Green anole Gene-order conservation score"	"homologs"
"acarolinensis_homolog_orthology_confidence"	"Green anole orthology confidence [0 low, 1 high]"	"homologs"
"cporcellus_homolog_ensembl_gene"	"Guinea Pig gene stable ID"	"homologs"
"cporcellus_homolog_associated_gene_name"	"Guinea Pig gene name"	"homologs"
"cporcellus_homolog_ensembl_peptide"	"Guinea Pig protein or transcript stable ID"	"homologs"
"cporcellus_homolog_chromosome"	"Guinea Pig chromosome/scaffold name"	"homologs"
"cporcellus_homolog_chrom_start"	"Guinea Pig chromosome/scaffold start (bp)"	"homologs"
"cporcellus_homolog_chrom_end"	"Guinea Pig chromosome/scaffold end (bp)"	"homologs"
"cporcellus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"cporcellus_homolog_subtype"	"Last common ancestor with Guinea Pig"	"homologs"
"cporcellus_homolog_orthology_type"	"Guinea Pig homology type"	"homologs"
"cporcellus_homolog_perc_id"	"%id. target Guinea Pig gene identical to query gene"	"homologs"
"cporcellus_homolog_perc_id_r1"	"%id. query gene identical to target Guinea Pig gene"	"homologs"
"cporcellus_homolog_goc_score"	"Guinea Pig Gene-order conservation score"	"homologs"
"cporcellus_homolog_wga_coverage"	"Guinea Pig Whole-genome alignment coverage"	"homologs"
"cporcellus_homolog_orthology_confidence"	"Guinea Pig orthology confidence [0 low, 1 high]"	"homologs"
"preticulata_homolog_ensembl_gene"	"Guppy gene stable ID"	"homologs"
"preticulata_homolog_associated_gene_name"	"Guppy gene name"	"homologs"
"preticulata_homolog_ensembl_peptide"	"Guppy protein or transcript stable ID"	"homologs"
"preticulata_homolog_chromosome"	"Guppy chromosome/scaffold name"	"homologs"
"preticulata_homolog_chrom_start"	"Guppy chromosome/scaffold start (bp)"	"homologs"
"preticulata_homolog_chrom_end"	"Guppy chromosome/scaffold end (bp)"	"homologs"
"preticulata_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"preticulata_homolog_subtype"	"Last common ancestor with Guppy"	"homologs"
"preticulata_homolog_orthology_type"	"Guppy homology type"	"homologs"
"preticulata_homolog_perc_id"	"%id. target Guppy gene identical to query gene"	"homologs"
"preticulata_homolog_perc_id_r1"	"%id. query gene identical to target Guppy gene"	"homologs"
"preticulata_homolog_goc_score"	"Guppy Gene-order conservation score"	"homologs"
"preticulata_homolog_orthology_confidence"	"Guppy orthology confidence [0 low, 1 high]"	"homologs"
"eburgeri_homolog_ensembl_gene"	"Hagfish gene stable ID"	"homologs"
"eburgeri_homolog_associated_gene_name"	"Hagfish gene name"	"homologs"
"eburgeri_homolog_ensembl_peptide"	"Hagfish protein or transcript stable ID"	"homologs"
"eburgeri_homolog_chromosome"	"Hagfish chromosome/scaffold name"	"homologs"
"eburgeri_homolog_chrom_start"	"Hagfish chromosome/scaffold start (bp)"	"homologs"
"eburgeri_homolog_chrom_end"	"Hagfish chromosome/scaffold end (bp)"	"homologs"
"eburgeri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"eburgeri_homolog_subtype"	"Last common ancestor with Hagfish"	"homologs"
"eburgeri_homolog_orthology_type"	"Hagfish homology type"	"homologs"
"eburgeri_homolog_perc_id"	"%id. target Hagfish gene identical to query gene"	"homologs"
"eburgeri_homolog_perc_id_r1"	"%id. query gene identical to target Hagfish gene"	"homologs"
"eburgeri_homolog_orthology_confidence"	"Hagfish orthology confidence [0 low, 1 high]"	"homologs"
"eeuropaeus_homolog_ensembl_gene"	"Hedgehog gene stable ID"	"homologs"
"eeuropaeus_homolog_associated_gene_name"	"Hedgehog gene name"	"homologs"
"eeuropaeus_homolog_ensembl_peptide"	"Hedgehog protein or transcript stable ID"	"homologs"
"eeuropaeus_homolog_chromosome"	"Hedgehog chromosome/scaffold name"	"homologs"
"eeuropaeus_homolog_chrom_start"	"Hedgehog chromosome/scaffold start (bp)"	"homologs"
"eeuropaeus_homolog_chrom_end"	"Hedgehog chromosome/scaffold end (bp)"	"homologs"
"eeuropaeus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"eeuropaeus_homolog_subtype"	"Last common ancestor with Hedgehog"	"homologs"
"eeuropaeus_homolog_orthology_type"	"Hedgehog homology type"	"homologs"
"eeuropaeus_homolog_perc_id"	"%id. target Hedgehog gene identical to query gene"	"homologs"
"eeuropaeus_homolog_perc_id_r1"	"%id. query gene identical to target Hedgehog gene"	"homologs"
"eeuropaeus_homolog_goc_score"	"Hedgehog Gene-order conservation score"	"homologs"
"eeuropaeus_homolog_orthology_confidence"	"Hedgehog orthology confidence [0 low, 1 high]"	"homologs"
"ecaballus_homolog_ensembl_gene"	"Horse gene stable ID"	"homologs"
"ecaballus_homolog_associated_gene_name"	"Horse gene name"	"homologs"
"ecaballus_homolog_ensembl_peptide"	"Horse protein or transcript stable ID"	"homologs"
"ecaballus_homolog_chromosome"	"Horse chromosome/scaffold name"	"homologs"
"ecaballus_homolog_chrom_start"	"Horse chromosome/scaffold start (bp)"	"homologs"
"ecaballus_homolog_chrom_end"	"Horse chromosome/scaffold end (bp)"	"homologs"
"ecaballus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ecaballus_homolog_subtype"	"Last common ancestor with Horse"	"homologs"
"ecaballus_homolog_orthology_type"	"Horse homology type"	"homologs"
"ecaballus_homolog_perc_id"	"%id. target Horse gene identical to query gene"	"homologs"
"ecaballus_homolog_perc_id_r1"	"%id. query gene identical to target Horse gene"	"homologs"
"ecaballus_homolog_goc_score"	"Horse Gene-order conservation score"	"homologs"
"ecaballus_homolog_wga_coverage"	"Horse Whole-genome alignment coverage"	"homologs"
"ecaballus_homolog_orthology_confidence"	"Horse orthology confidence [0 low, 1 high]"	"homologs"
"hhucho_homolog_ensembl_gene"	"Huchen gene stable ID"	"homologs"
"hhucho_homolog_associated_gene_name"	"Huchen gene name"	"homologs"
"hhucho_homolog_ensembl_peptide"	"Huchen protein or transcript stable ID"	"homologs"
"hhucho_homolog_chromosome"	"Huchen chromosome/scaffold name"	"homologs"
"hhucho_homolog_chrom_start"	"Huchen chromosome/scaffold start (bp)"	"homologs"
"hhucho_homolog_chrom_end"	"Huchen chromosome/scaffold end (bp)"	"homologs"
"hhucho_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"hhucho_homolog_subtype"	"Last common ancestor with Huchen"	"homologs"
"hhucho_homolog_orthology_type"	"Huchen homology type"	"homologs"
"hhucho_homolog_perc_id"	"%id. target Huchen gene identical to query gene"	"homologs"
"hhucho_homolog_perc_id_r1"	"%id. query gene identical to target Huchen gene"	"homologs"
"hhucho_homolog_goc_score"	"Huchen Gene-order conservation score"	"homologs"
"hhucho_homolog_orthology_confidence"	"Huchen orthology confidence [0 low, 1 high]"	"homologs"
"hsapiens_homolog_ensembl_gene"	"Human gene stable ID"	"homologs"
"hsapiens_homolog_associated_gene_name"	"Human gene name"	"homologs"
"hsapiens_homolog_ensembl_peptide"	"Human protein or transcript stable ID"	"homologs"
"hsapiens_homolog_chromosome"	"Human chromosome/scaffold name"	"homologs"
"hsapiens_homolog_chrom_start"	"Human chromosome/scaffold start (bp)"	"homologs"
"hsapiens_homolog_chrom_end"	"Human chromosome/scaffold end (bp)"	"homologs"
"hsapiens_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"hsapiens_homolog_subtype"	"Last common ancestor with Human"	"homologs"
"hsapiens_homolog_orthology_type"	"Human homology type"	"homologs"
"hsapiens_homolog_perc_id"	"%id. target Human gene identical to query gene"	"homologs"
"hsapiens_homolog_perc_id_r1"	"%id. query gene identical to target Human gene"	"homologs"
"hsapiens_homolog_goc_score"	"Human Gene-order conservation score"	"homologs"
"hsapiens_homolog_wga_coverage"	"Human Whole-genome alignment coverage"	"homologs"
"hsapiens_homolog_orthology_confidence"	"Human orthology confidence [0 low, 1 high]"	"homologs"
"bihybrid_homolog_ensembl_gene"	"Hybrid - Bos Indicus gene stable ID"	"homologs"
"bihybrid_homolog_associated_gene_name"	"Hybrid - Bos Indicus gene name"	"homologs"
"bihybrid_homolog_ensembl_peptide"	"Hybrid - Bos Indicus protein or transcript stable ID"	"homologs"
"bihybrid_homolog_chromosome"	"Hybrid - Bos Indicus chromosome/scaffold name"	"homologs"
"bihybrid_homolog_chrom_start"	"Hybrid - Bos Indicus chromosome/scaffold start (bp)"	"homologs"
"bihybrid_homolog_chrom_end"	"Hybrid - Bos Indicus chromosome/scaffold end (bp)"	"homologs"
"bihybrid_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"bihybrid_homolog_subtype"	"Last common ancestor with Hybrid - Bos Indicus"	"homologs"
"bihybrid_homolog_orthology_type"	"Hybrid - Bos Indicus homology type"	"homologs"
"bihybrid_homolog_perc_id"	"%id. target Hybrid - Bos Indicus gene identical to query gene"	"homologs"
"bihybrid_homolog_perc_id_r1"	"%id. query gene identical to target Hybrid - Bos Indicus gene"	"homologs"
"bihybrid_homolog_goc_score"	"Hybrid - Bos Indicus Gene-order conservation score"	"homologs"
"bihybrid_homolog_wga_coverage"	"Hybrid - Bos Indicus Whole-genome alignment coverage"	"homologs"
"bihybrid_homolog_orthology_confidence"	"Hybrid - Bos Indicus orthology confidence [0 low, 1 high]"	"homologs"
"pcapensis_homolog_ensembl_gene"	"Hyrax gene stable ID"	"homologs"
"pcapensis_homolog_associated_gene_name"	"Hyrax gene name"	"homologs"
"pcapensis_homolog_ensembl_peptide"	"Hyrax protein or transcript stable ID"	"homologs"
"pcapensis_homolog_chromosome"	"Hyrax chromosome/scaffold name"	"homologs"
"pcapensis_homolog_chrom_start"	"Hyrax chromosome/scaffold start (bp)"	"homologs"
"pcapensis_homolog_chrom_end"	"Hyrax chromosome/scaffold end (bp)"	"homologs"
"pcapensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pcapensis_homolog_subtype"	"Last common ancestor with Hyrax"	"homologs"
"pcapensis_homolog_orthology_type"	"Hyrax homology type"	"homologs"
"pcapensis_homolog_perc_id"	"%id. target Hyrax gene identical to query gene"	"homologs"
"pcapensis_homolog_perc_id_r1"	"%id. query gene identical to target Hyrax gene"	"homologs"
"pcapensis_homolog_goc_score"	"Hyrax Gene-order conservation score"	"homologs"
"pcapensis_homolog_orthology_confidence"	"Hyrax orthology confidence [0 low, 1 high]"	"homologs"
"nnaja_homolog_ensembl_gene"	"Indian cobra gene stable ID"	"homologs"
"nnaja_homolog_associated_gene_name"	"Indian cobra gene name"	"homologs"
"nnaja_homolog_ensembl_peptide"	"Indian cobra protein or transcript stable ID"	"homologs"
"nnaja_homolog_chromosome"	"Indian cobra chromosome/scaffold name"	"homologs"
"nnaja_homolog_chrom_start"	"Indian cobra chromosome/scaffold start (bp)"	"homologs"
"nnaja_homolog_chrom_end"	"Indian cobra chromosome/scaffold end (bp)"	"homologs"
"nnaja_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"nnaja_homolog_subtype"	"Last common ancestor with Indian cobra"	"homologs"
"nnaja_homolog_orthology_type"	"Indian cobra homology type"	"homologs"
"nnaja_homolog_perc_id"	"%id. target Indian cobra gene identical to query gene"	"homologs"
"nnaja_homolog_perc_id_r1"	"%id. query gene identical to target Indian cobra gene"	"homologs"
"nnaja_homolog_goc_score"	"Indian cobra Gene-order conservation score"	"homologs"
"nnaja_homolog_orthology_confidence"	"Indian cobra orthology confidence [0 low, 1 high]"	"homologs"
"omelastigma_homolog_ensembl_gene"	"Indian medaka gene stable ID"	"homologs"
"omelastigma_homolog_associated_gene_name"	"Indian medaka gene name"	"homologs"
"omelastigma_homolog_ensembl_peptide"	"Indian medaka protein or transcript stable ID"	"homologs"
"omelastigma_homolog_chromosome"	"Indian medaka chromosome/scaffold name"	"homologs"
"omelastigma_homolog_chrom_start"	"Indian medaka chromosome/scaffold start (bp)"	"homologs"
"omelastigma_homolog_chrom_end"	"Indian medaka chromosome/scaffold end (bp)"	"homologs"
"omelastigma_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"omelastigma_homolog_subtype"	"Last common ancestor with Indian medaka"	"homologs"
"omelastigma_homolog_orthology_type"	"Indian medaka homology type"	"homologs"
"omelastigma_homolog_perc_id"	"%id. target Indian medaka gene identical to query gene"	"homologs"
"omelastigma_homolog_perc_id_r1"	"%id. query gene identical to target Indian medaka gene"	"homologs"
"omelastigma_homolog_goc_score"	"Indian medaka Gene-order conservation score"	"homologs"
"omelastigma_homolog_orthology_confidence"	"Indian medaka orthology confidence [0 low, 1 high]"	"homologs"
"olatipes_homolog_ensembl_gene"	"Japanese medaka HdrR gene stable ID"	"homologs"
"olatipes_homolog_associated_gene_name"	"Japanese medaka HdrR gene name"	"homologs"
"olatipes_homolog_ensembl_peptide"	"Japanese medaka HdrR protein or transcript stable ID"	"homologs"
"olatipes_homolog_chromosome"	"Japanese medaka HdrR chromosome/scaffold name"	"homologs"
"olatipes_homolog_chrom_start"	"Japanese medaka HdrR chromosome/scaffold start (bp)"	"homologs"
"olatipes_homolog_chrom_end"	"Japanese medaka HdrR chromosome/scaffold end (bp)"	"homologs"
"olatipes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"olatipes_homolog_subtype"	"Last common ancestor with Japanese medaka HdrR"	"homologs"
"olatipes_homolog_orthology_type"	"Japanese medaka HdrR homology type"	"homologs"
"olatipes_homolog_perc_id"	"%id. target Japanese medaka HdrR gene identical to query gene"	"homologs"
"olatipes_homolog_perc_id_r1"	"%id. query gene identical to target Japanese medaka HdrR gene"	"homologs"
"olatipes_homolog_goc_score"	"Japanese medaka HdrR Gene-order conservation score"	"homologs"
"olatipes_homolog_orthology_confidence"	"Japanese medaka HdrR orthology confidence [0 low, 1 high]"	"homologs"
"cjaponica_homolog_ensembl_gene"	"Japanese quail gene stable ID"	"homologs"
"cjaponica_homolog_associated_gene_name"	"Japanese quail gene name"	"homologs"
"cjaponica_homolog_ensembl_peptide"	"Japanese quail protein or transcript stable ID"	"homologs"
"cjaponica_homolog_chromosome"	"Japanese quail chromosome/scaffold name"	"homologs"
"cjaponica_homolog_chrom_start"	"Japanese quail chromosome/scaffold start (bp)"	"homologs"
"cjaponica_homolog_chrom_end"	"Japanese quail chromosome/scaffold end (bp)"	"homologs"
"cjaponica_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"cjaponica_homolog_subtype"	"Last common ancestor with Japanese quail"	"homologs"
"cjaponica_homolog_orthology_type"	"Japanese quail homology type"	"homologs"
"cjaponica_homolog_perc_id"	"%id. target Japanese quail gene identical to query gene"	"homologs"
"cjaponica_homolog_perc_id_r1"	"%id. query gene identical to target Japanese quail gene"	"homologs"
"cjaponica_homolog_goc_score"	"Japanese quail Gene-order conservation score"	"homologs"
"cjaponica_homolog_orthology_confidence"	"Japanese quail orthology confidence [0 low, 1 high]"	"homologs"
"ojavanicus_homolog_ensembl_gene"	"Javanese ricefish gene stable ID"	"homologs"
"ojavanicus_homolog_associated_gene_name"	"Javanese ricefish gene name"	"homologs"
"ojavanicus_homolog_ensembl_peptide"	"Javanese ricefish protein or transcript stable ID"	"homologs"
"ojavanicus_homolog_chromosome"	"Javanese ricefish chromosome/scaffold name"	"homologs"
"ojavanicus_homolog_chrom_start"	"Javanese ricefish chromosome/scaffold start (bp)"	"homologs"
"ojavanicus_homolog_chrom_end"	"Javanese ricefish chromosome/scaffold end (bp)"	"homologs"
"ojavanicus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ojavanicus_homolog_subtype"	"Last common ancestor with Javanese ricefish"	"homologs"
"ojavanicus_homolog_orthology_type"	"Javanese ricefish homology type"	"homologs"
"ojavanicus_homolog_perc_id"	"%id. target Javanese ricefish gene identical to query gene"	"homologs"
"ojavanicus_homolog_perc_id_r1"	"%id. query gene identical to target Javanese ricefish gene"	"homologs"
"ojavanicus_homolog_goc_score"	"Javanese ricefish Gene-order conservation score"	"homologs"
"ojavanicus_homolog_orthology_confidence"	"Javanese ricefish orthology confidence [0 low, 1 high]"	"homologs"
"shabroptila_homolog_ensembl_gene"	"Kakapo gene stable ID"	"homologs"
"shabroptila_homolog_associated_gene_name"	"Kakapo gene name"	"homologs"
"shabroptila_homolog_ensembl_peptide"	"Kakapo protein or transcript stable ID"	"homologs"
"shabroptila_homolog_chromosome"	"Kakapo chromosome/scaffold name"	"homologs"
"shabroptila_homolog_chrom_start"	"Kakapo chromosome/scaffold start (bp)"	"homologs"
"shabroptila_homolog_chrom_end"	"Kakapo chromosome/scaffold end (bp)"	"homologs"
"shabroptila_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"shabroptila_homolog_subtype"	"Last common ancestor with Kakapo"	"homologs"
"shabroptila_homolog_orthology_type"	"Kakapo homology type"	"homologs"
"shabroptila_homolog_perc_id"	"%id. target Kakapo gene identical to query gene"	"homologs"
"shabroptila_homolog_perc_id_r1"	"%id. query gene identical to target Kakapo gene"	"homologs"
"shabroptila_homolog_goc_score"	"Kakapo Gene-order conservation score"	"homologs"
"shabroptila_homolog_orthology_confidence"	"Kakapo orthology confidence [0 low, 1 high]"	"homologs"
"dordii_homolog_ensembl_gene"	"Kangaroo rat gene stable ID"	"homologs"
"dordii_homolog_associated_gene_name"	"Kangaroo rat gene name"	"homologs"
"dordii_homolog_ensembl_peptide"	"Kangaroo rat protein or transcript stable ID"	"homologs"
"dordii_homolog_chromosome"	"Kangaroo rat chromosome/scaffold name"	"homologs"
"dordii_homolog_chrom_start"	"Kangaroo rat chromosome/scaffold start (bp)"	"homologs"
"dordii_homolog_chrom_end"	"Kangaroo rat chromosome/scaffold end (bp)"	"homologs"
"dordii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"dordii_homolog_subtype"	"Last common ancestor with Kangaroo rat"	"homologs"
"dordii_homolog_orthology_type"	"Kangaroo rat homology type"	"homologs"
"dordii_homolog_perc_id"	"%id. target Kangaroo rat gene identical to query gene"	"homologs"
"dordii_homolog_perc_id_r1"	"%id. query gene identical to target Kangaroo rat gene"	"homologs"
"dordii_homolog_goc_score"	"Kangaroo rat Gene-order conservation score"	"homologs"
"dordii_homolog_wga_coverage"	"Kangaroo rat Whole-genome alignment coverage"	"homologs"
"dordii_homolog_orthology_confidence"	"Kangaroo rat orthology confidence [0 low, 1 high]"	"homologs"
"pcinereus_homolog_ensembl_gene"	"Koala gene stable ID"	"homologs"
"pcinereus_homolog_associated_gene_name"	"Koala gene name"	"homologs"
"pcinereus_homolog_ensembl_peptide"	"Koala protein or transcript stable ID"	"homologs"
"pcinereus_homolog_chromosome"	"Koala chromosome/scaffold name"	"homologs"
"pcinereus_homolog_chrom_start"	"Koala chromosome/scaffold start (bp)"	"homologs"
"pcinereus_homolog_chrom_end"	"Koala chromosome/scaffold end (bp)"	"homologs"
"pcinereus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pcinereus_homolog_subtype"	"Last common ancestor with Koala"	"homologs"
"pcinereus_homolog_orthology_type"	"Koala homology type"	"homologs"
"pcinereus_homolog_perc_id"	"%id. target Koala gene identical to query gene"	"homologs"
"pcinereus_homolog_perc_id_r1"	"%id. query gene identical to target Koala gene"	"homologs"
"pcinereus_homolog_goc_score"	"Koala Gene-order conservation score"	"homologs"
"pcinereus_homolog_orthology_confidence"	"Koala orthology confidence [0 low, 1 high]"	"homologs"
"pmarinus_homolog_ensembl_gene"	"Lamprey gene stable ID"	"homologs"
"pmarinus_homolog_associated_gene_name"	"Lamprey gene name"	"homologs"
"pmarinus_homolog_ensembl_peptide"	"Lamprey protein or transcript stable ID"	"homologs"
"pmarinus_homolog_chromosome"	"Lamprey chromosome/scaffold name"	"homologs"
"pmarinus_homolog_chrom_start"	"Lamprey chromosome/scaffold start (bp)"	"homologs"
"pmarinus_homolog_chrom_end"	"Lamprey chromosome/scaffold end (bp)"	"homologs"
"pmarinus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pmarinus_homolog_subtype"	"Last common ancestor with Lamprey"	"homologs"
"pmarinus_homolog_orthology_type"	"Lamprey homology type"	"homologs"
"pmarinus_homolog_perc_id"	"%id. target Lamprey gene identical to query gene"	"homologs"
"pmarinus_homolog_perc_id_r1"	"%id. query gene identical to target Lamprey gene"	"homologs"
"pmarinus_homolog_orthology_confidence"	"Lamprey orthology confidence [0 low, 1 high]"	"homologs"
"lcrocea_homolog_ensembl_gene"	"Large yellow croaker gene stable ID"	"homologs"
"lcrocea_homolog_associated_gene_name"	"Large yellow croaker gene name"	"homologs"
"lcrocea_homolog_ensembl_peptide"	"Large yellow croaker protein or transcript stable ID"	"homologs"
"lcrocea_homolog_chromosome"	"Large yellow croaker chromosome/scaffold name"	"homologs"
"lcrocea_homolog_chrom_start"	"Large yellow croaker chromosome/scaffold start (bp)"	"homologs"
"lcrocea_homolog_chrom_end"	"Large yellow croaker chromosome/scaffold end (bp)"	"homologs"
"lcrocea_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"lcrocea_homolog_subtype"	"Last common ancestor with Large yellow croaker"	"homologs"
"lcrocea_homolog_orthology_type"	"Large yellow croaker homology type"	"homologs"
"lcrocea_homolog_perc_id"	"%id. target Large yellow croaker gene identical to query gene"	"homologs"
"lcrocea_homolog_perc_id_r1"	"%id. query gene identical to target Large yellow croaker gene"	"homologs"
"lcrocea_homolog_goc_score"	"Large yellow croaker Gene-order conservation score"	"homologs"
"lcrocea_homolog_orthology_confidence"	"Large yellow croaker orthology confidence [0 low, 1 high]"	"homologs"
"lleishanense_homolog_ensembl_gene"	"Leishan spiny toad gene stable ID"	"homologs"
"lleishanense_homolog_associated_gene_name"	"Leishan spiny toad gene name"	"homologs"
"lleishanense_homolog_ensembl_peptide"	"Leishan spiny toad protein or transcript stable ID"	"homologs"
"lleishanense_homolog_chromosome"	"Leishan spiny toad chromosome/scaffold name"	"homologs"
"lleishanense_homolog_chrom_start"	"Leishan spiny toad chromosome/scaffold start (bp)"	"homologs"
"lleishanense_homolog_chrom_end"	"Leishan spiny toad chromosome/scaffold end (bp)"	"homologs"
"lleishanense_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"lleishanense_homolog_subtype"	"Last common ancestor with Leishan spiny toad"	"homologs"
"lleishanense_homolog_orthology_type"	"Leishan spiny toad homology type"	"homologs"
"lleishanense_homolog_perc_id"	"%id. target Leishan spiny toad gene identical to query gene"	"homologs"
"lleishanense_homolog_perc_id_r1"	"%id. query gene identical to target Leishan spiny toad gene"	"homologs"
"lleishanense_homolog_goc_score"	"Leishan spiny toad Gene-order conservation score"	"homologs"
"lleishanense_homolog_orthology_confidence"	"Leishan spiny toad orthology confidence [0 low, 1 high]"	"homologs"
"ppardus_homolog_ensembl_gene"	"Leopard gene stable ID"	"homologs"
"ppardus_homolog_associated_gene_name"	"Leopard gene name"	"homologs"
"ppardus_homolog_ensembl_peptide"	"Leopard protein or transcript stable ID"	"homologs"
"ppardus_homolog_chromosome"	"Leopard chromosome/scaffold name"	"homologs"
"ppardus_homolog_chrom_start"	"Leopard chromosome/scaffold start (bp)"	"homologs"
"ppardus_homolog_chrom_end"	"Leopard chromosome/scaffold end (bp)"	"homologs"
"ppardus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ppardus_homolog_subtype"	"Last common ancestor with Leopard"	"homologs"
"ppardus_homolog_orthology_type"	"Leopard homology type"	"homologs"
"ppardus_homolog_perc_id"	"%id. target Leopard gene identical to query gene"	"homologs"
"ppardus_homolog_perc_id_r1"	"%id. query gene identical to target Leopard gene"	"homologs"
"ppardus_homolog_goc_score"	"Leopard Gene-order conservation score"	"homologs"
"ppardus_homolog_wga_coverage"	"Leopard Whole-genome alignment coverage"	"homologs"
"ppardus_homolog_orthology_confidence"	"Leopard orthology confidence [0 low, 1 high]"	"homologs"
"jjaculus_homolog_ensembl_gene"	"Lesser Egyptian jerboa gene stable ID"	"homologs"
"jjaculus_homolog_associated_gene_name"	"Lesser Egyptian jerboa gene name"	"homologs"
"jjaculus_homolog_ensembl_peptide"	"Lesser Egyptian jerboa protein or transcript stable ID"	"homologs"
"jjaculus_homolog_chromosome"	"Lesser Egyptian jerboa chromosome/scaffold name"	"homologs"
